Gene	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
0610005C13Rik	0	3.19355460140155	7.84583250667813	4.0721681158681	0	2.13879314580246	10.3787474693513	1.7455359476357	3.95345699706352	4.01658576567018
0610009B22Rik	171.455658888037	203.322976289232	278.527053987074	288.105894197668	234.528439585803	232.059056319567	249.089939264432	234.774584957001	230.618324828705	219.305582805592
0610009E02Rik	2.81074850636126	4.25807280186874	0.980729063334767	1.01804202896703	3.22745559063032	6.41637943740739	0.864895622445945	0.872767973817849	0	3.21326861253614
0610009L18Rik	41.2243114266318	45.7742826200889	42.171349723395	55.9923115931864	86.0654824168084	58.8168115095678	40.6500942549594	41.0200947694389	61.9374929539951	67.478640863259
0610009O20Rik	158.338832525018	191.613276084093	147.109359500215	201.572321735471	130.174042155423	136.882761331358	150.491838305594	165.825915025391	123.87498590799	113.267718591899
0610010F05Rik	499.376317963517	753.678885930766	704.163467474363	645.438646365094	596.003465736398	605.278460262097	531.04591218181	499.223281023809	718.211354466539	600.077913391125
0610010K14Rik	30.9182335699738	20.2258458088765	32.3640590900473	27.4871347821097	27.9712817854627	39.5676731973456	25.9468686733783	36.6562549003496	18.4494659862964	29.7227346659593
0610012G03Rik	504.997814976239	503.517108820978	430.540058803963	679.034033321006	644.415299595853	655.540099188455	650.40150807935	492.241137233267	403.252613700479	649.883576885435
0610030E20Rik	921.925510086493	990.001926434481	1105.28165437828	788.982572449445	920.90066185985	869.419413768702	907.275507945796	849.203238524767	1008.1315342512	793.677347296427
0610037L13Rik	536.852964715	525.871991030789	420.732768170615	482.55192173037	573.411276601986	501.546992690678	531.04591218181	502.714352919081	528.44541860749	499.66326924937
0610038B21Rik	11.242994025445	12.7742184056062	17.6531231400258	14.2525884055384	17.2130964833617	10.6939657290123	15.568121204027	10.4732156858142	9.22473299314821	11.2464401438765
0610039K10Rik	8.43224551908378	6.38710920280311	2.9421871900043	5.09021014483513	5.37909265105053	5.34698286450616	5.18937373467567	2.61830392145355	0	4.81990291880422
0610040B10Rik	55.2780539584381	57.4839828252279	37.2677044067211	30.5412608690108	60.2458376917659	50.2616389263579	73.5161279079053	40.147326795621	52.7127599608469	63.4620550975888
0610040F04Rik	4.68458084393543	12.7742184056062	5.8843743800086	9.16237826070323	4.30327412084042	5.34698286450616	6.91916497956756	10.4732156858142	22.4029229833599	20.0829288283509
0610040J01Rik	0	1.06451820046718	0.980729063334767	6.10825217380215	0	1.06939657290123	0	0	9.22473299314821	2.40995145940211
1010001B22Rik	2.81074850636126	1.06451820046718	2.9421871900043	1.01804202896703	6.45491118126063	2.13879314580246	1.72979124489189	2.61830392145355	2.63563799804234	6.42653722507229
1110002J07Rik	3.74766467514834	0	0	0	3.22745559063032	5.34698286450616	0	0	0	0
1110002L01Rik	105.871527072941	99.0001926434481	97.0921772701419	98.7500768098015	83.9138453563882	102.662070998518	69.1916497956756	96.0044771199634	51.3949409618257	102.021278448023
